onset	duration	video	participant	session
1	1	sec-816.avi	sub-19	ses-01
7	1	sec-649.avi	sub-19	ses-01
13	1	sec-177.avi	sub-03	ses-02
19	1	sec-611.avi	sub-19	ses-01
25	1	sec-325.avi	sub-03	ses-02
31	1	sec-445.avi	sub-19	ses-01
37	1	sec-416.avi	sub-03	ses-02
43	1	sec-607.avi	sub-19	ses-01
49	1	sec-62.avi	sub-03	ses-02
55	1	sec-159.avi	sub-03	ses-02
61	1	sec-799.avi	sub-19	ses-01
67	1	sec-80.avi	sub-03	ses-02
73	1	sec-107.avi	sub-03	ses-02
79	1	sec-40.avi	sub-03	ses-02
85	1	sec-203.avi	sub-03	ses-02
91	1	sec-144.avi	sub-03	ses-02
97	1	sec-34.avi	sub-03	ses-02
103	1	sec-722.avi	sub-19	ses-01
109	1	sec-689.avi	sub-03	ses-02
115	1	sec-373.avi	sub-03	ses-02
121	1	sec-312.avi	sub-03	ses-02
127	1	sec-451.avi	sub-03	ses-02
133	1	sec-520.avi	sub-19	ses-01
139	1	sec-772.avi	sub-19	ses-01
145	1	sec-781.avi	sub-19	ses-01
151	1	sec-495.avi	sub-19	ses-01
157	1	sec-128.avi	sub-03	ses-02
163	1	sec-507.avi	sub-03	ses-02
169	1	sec-593.avi	sub-03	ses-02
175	1	sec-644.avi	sub-19	ses-01
181	1	sec-239.avi	sub-03	ses-02
187	1	sec-417.avi	sub-19	ses-01
193	1	sec-667.avi	sub-19	ses-01
199	1	sec-469.avi	sub-03	ses-02
205	1	sec-198.avi	sub-03	ses-02
211	1	sec-218.avi	sub-03	ses-02
217	1	sec-559.avi	sub-03	ses-02
223	1	sec-596.avi	sub-19	ses-01
229	1	sec-700.avi	sub-19	ses-01
235	1	sec-434.avi	sub-03	ses-02
241	1	sec-282.avi	sub-03	ses-02
247	1	sec-796.avi	sub-19	ses-01
253	1	sec-634.avi	sub-19	ses-01
259	1	sec-753.avi	sub-19	ses-01
265	1	sec-623.avi	sub-19	ses-01
271	1	sec-693.avi	sub-19	ses-01
277	1	sec-390.avi	sub-19	ses-01
283	1	sec-768.avi	sub-19	ses-01
289	1	sec-731.avi	sub-19	ses-01
295	1	sec-685.avi	sub-19	ses-01
301	1	sec-528.avi	sub-03	ses-02
307	1	sec-111.avi	sub-03	ses-02
313	1	sec-740.avi	sub-19	ses-01
319	1	sec-718.avi	sub-19	ses-01
325	1	sec-671.avi	sub-19	ses-01
331	1	sec-488.avi	sub-03	ses-02
337	1	sec-398.avi	sub-19	ses-01
343	1	sec-292.avi	sub-03	ses-02
349	1	sec-570.avi	sub-19	ses-01
355	1	sec-181.avi	sub-03	ses-02
