	vid-1	vid-2	vid-3	vid-4	vid-5	vid-6	vid-7	vid-8	vid-9	vid-10	vid-11	vid-12	vid-13	vid-14	vid-15	vid-16	vid-17	vid-18	vid-19	vid-20	vid-21	vid-22	vid-23	vid-24	vid-25	vid-26	vid-27	vid-28	vid-29	vid-30	vid-31	vid-32	vid-33	vid-34	vid-35	vid-36	vid-37	vid-38	vid-39	vid-40	vid-41	vid-42	vid-43	vid-44	vid-45	vid-46	vid-47	vid-48	vid-49	vid-50	vid-51	vid-52	vid-53	vid-54	vid-55	vid-56	vid-57	vid-58	vid-59	vid-60	vid-61	vid-62	vid-63	vid-64	vid-65	vid-66	vid-67	vid-68	vid-69	vid-70	vid-71	vid-72	vid-73	vid-74	vid-75	vid-76	vid-77	vid-78	vid-79	vid-80	vid-81	vid-82	vid-83	vid-84	vid-85	vid-86	vid-87	vid-88	vid-89	vid-90	vid-91	vid-92	vid-93	vid-94	vid-95	vid-96	vid-97	vid-98	vid-99	vid-100	vid-101	vid-102	vid-103	vid-104	vid-105	vid-106	vid-107	vid-108	vid-109	vid-110	vid-111	vid-112	vid-113	vid-114	vid-115	vid-116	vid-117	vid-118	vid-119	vid-120	vid-121	vid-122	vid-123	vid-124	vid-125	vid-126	vid-127	vid-128	vid-129	vid-130	vid-131	vid-132	vid-133	vid-134	vid-135	vid-136	vid-137	vid-138	vid-139	vid-140	vid-141	vid-142	vid-143	vid-144	vid-145	vid-146	vid-147	vid-148	vid-149	vid-150	vid-151	vid-152	vid-153	vid-154	vid-155	vid-156	vid-157	vid-158	vid-159	vid-160	vid-161	vid-162	vid-163	vid-164	vid-165	vid-166	vid-167	vid-168	vid-169	vid-170	vid-171	vid-172	vid-173	vid-174	vid-175
vid-11	1.9763	NaN	1.9763	1.9763	1.9763	3.0404	1.9763	1.9763	1.6272	1.9763	0.0001	NaN	1.9763	1.9763	1.9763	1.5920	1.9763	1.9763	2.2578	14.9346	3.1268	14.9346	14.9346	1.9028	14.9346	14.9346	1.9763	1.9763	15.0427	15.0427	1.9763	15.0427	15.0427	1.9763	15.0427	1.9763	1.9763	11.0748	0.8046	1.5920	15.0427	2.1744	3.7876	2.1580	15.0427	6.1554	1.9763	15.0427	2.8405	4.0129	4.0129	1.9763	13.4360	15.0427	2.4366	15.0427	3.9766	15.0427	4.6761	15.0427	15.0427	1.9763	15.0427	1.9763	12.4249	6.7433	1.9763	15.0427	15.0427	15.0427	2.4366	15.0427	15.0427	15.0427	15.0427	15.0427	3924.7046	3914.1570	3861.4825	3923.1397	3911.5150	962.5840	959.8734	959.4373	962.6697	NaN	3925.9998	4.4688	0.0001	7.5704	1.9763	4.9498	7.8332	6.5150	4.0679	NaN	1.9763	1.9763	1.9763	2.1452	NaN	1.9763	6.7433	34.1258	2.1452	11.0748	5.5150	7.8332	6.5150	6.7082	3.0910	37.4449	NaN	37.4449	6.4694	7.8332	NaN	1.9775	4.0090	4.0679	5.5150	0.0001	34.1258	1.9489	34.1258	6.5150	NaN	6.5150	6.5150	6.5150	2.1452	1.3828	2.2578	7.8332	NaN	7.8332	1.8990	NaN	7.8332	7.8332	6.5150	6.5150	6.5150	7.8332	2.3191	2.2578	7.8332	7.8332	4.6543	3.8874	324.9193	3.0738	4.4688	4.4688	11.0748	105.7287	330.9987	324.9193	328.8550	4.4688	4.4688	3.1054	2.2578	2.1744	12.2608	3.1736	NaN	1.2955	34.0064	4.3511	4.6543	3.7437	1.9763	16.6373	1.9763
vid-12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
vid-13	0.0000	NaN	0.0000	0.0000	0.0000	3.7063	0.0000	0.0000	2.6330	0.0000	1.9763	NaN	0.0000	0.0000	0.0000	2.6646	0.0000	0.0000	0.4560	16.2990	3.8158	16.2990	16.2990	3.6785	16.2990	16.2990	0.0000	0.0000	16.4081	16.4081	0.0000	16.4081	16.4081	0.0000	16.4081	0.0000	0.0000	10.4008	1.4045	2.6646	16.4081	2.4016	3.2751	0.6502	16.4081	8.0548	0.0000	16.4081	3.8075	4.0043	4.0043	0.0000	11.6352	16.4081	1.6206	16.4081	5.2029	16.4081	5.8123	16.4081	16.4081	0.0000	16.4081	0.0000	11.6002	7.4836	0.0000	16.4081	16.4081	16.4081	1.6206	16.4081	16.4081	16.4081	16.4081	16.4081	3925.5236	3914.9528	3862.2178	3923.9593	3912.3114	963.7292	961.0140	960.5784	963.8148	NaN	3926.8196	5.1971	1.9763	9.2331	0.0000	6.0363	8.7685	7.3213	5.5464	NaN	0.0000	0.0000	0.0000	0.2824	NaN	0.0000	7.4836	34.9250	0.2824	10.4008	6.2262	8.7685	7.3213	7.6236	3.8748	38.3173	NaN	38.3173	7.1811	8.7685	NaN	0.5812	3.7515	5.5464	6.2262	1.9763	34.9250	2.0060	34.9250	7.3213	NaN	7.3213	7.3213	7.3213	0.2824	3.2588	0.4560	8.7685	NaN	8.7685	1.1312	NaN	8.7685	8.7685	7.3213	7.3213	7.3213	8.7685	3.8926	0.4560	8.7685	8.7685	5.2813	5.8577	325.8420	3.8592	5.1971	5.1971	10.4008	106.7817	331.9460	325.8420	329.7957	5.1971	5.1971	3.6522	0.4560	2.4016	12.4352	3.6380	NaN	2.8699	34.8093	5.4176	5.2813	1.9014	0.0000	16.8973	0.0000
vid-14	0.0000	NaN	0.0000	0.0000	0.0000	3.7063	0.0000	0.0000	2.6330	0.0000	1.9763	NaN	0.0000	0.0000	0.0000	2.6646	0.0000	0.0000	0.4560	16.2990	3.8158	16.2990	16.2990	3.6785	16.2990	16.2990	0.0000	0.0000	16.4081	16.4081	0.0000	16.4081	16.4081	0.0000	16.4081	0.0000	0.0000	10.4008	1.4045	2.6646	16.4081	2.4016	3.2751	0.6502	16.4081	8.0548	0.0000	16.4081	3.8075	4.0043	4.0043	0.0000	11.6352	16.4081	1.6206	16.4081	5.2029	16.4081	5.8123	16.4081	16.4081	0.0000	16.4081	0.0000	11.6002	7.4836	0.0000	16.4081	16.4081	16.4081	1.6206	16.4081	16.4081	16.4081	16.4081	16.4081	3925.5236	3914.9528	3862.2178	3923.9593	3912.3114	963.7292	961.0140	960.5784	963.8148	NaN	3926.8196	5.1971	1.9763	9.2331	0.0000	6.0363	8.7685	7.3213	5.5464	NaN	0.0000	0.0000	0.0000	0.2824	NaN	0.0000	7.4836	34.9250	0.2824	10.4008	6.2262	8.7685	7.3213	7.6236	3.8748	38.3173	NaN	38.3173	7.1811	8.7685	NaN	0.5812	3.7515	5.5464	6.2262	1.9763	34.9250	2.0060	34.9250	7.3213	NaN	7.3213	7.3213	7.3213	0.2824	3.2588	0.4560	8.7685	NaN	8.7685	1.1312	NaN	8.7685	8.7685	7.3213	7.3213	7.3213	8.7685	3.8926	0.4560	8.7685	8.7685	5.2813	5.8577	325.8420	3.8592	5.1971	5.1971	10.4008	106.7817	331.9460	325.8420	329.7957	5.1971	5.1971	3.6522	0.4560	2.4016	12.4352	3.6380	NaN	2.8699	34.8093	5.4176	5.2813	1.9014	0.0000	16.8973	0.0000
vid-15	0.0000	NaN	0.0000	0.0000	0.0000	3.7063	0.0000	0.0000	2.6330	0.0000	1.9763	NaN	0.0000	0.0000	0.0000	2.6646	0.0000	0.0000	0.4560	16.2990	3.8158	16.2990	16.2990	3.6785	16.2990	16.2990	0.0000	0.0000	16.4081	16.4081	0.0000	16.4081	16.4081	0.0000	16.4081	0.0000	0.0000	10.4008	1.4045	2.6646	16.4081	2.4016	3.2751	0.6502	16.4081	8.0548	0.0000	16.4081	3.8075	4.0043	4.0043	0.0000	11.6352	16.4081	1.6206	16.4081	5.2029	16.4081	5.8123	16.4081	16.4081	0.0000	16.4081	0.0000	11.6002	7.4836	0.0000	16.4081	16.4081	16.4081	1.6206	16.4081	16.4081	16.4081	16.4081	16.4081	3925.5236	3914.9528	3862.2178	3923.9593	3912.3114	963.7292	961.0140	960.5784	963.8148	NaN	3926.8196	5.1971	1.9763	9.2331	0.0000	6.0363	8.7685	7.3213	5.5464	NaN	0.0000	0.0000	0.0000	0.2824	NaN	0.0000	7.4836	34.9250	0.2824	10.4008	6.2262	8.7685	7.3213	7.6236	3.8748	38.3173	NaN	38.3173	7.1811	8.7685	NaN	0.5812	3.7515	5.5464	6.2262	1.9763	34.9250	2.0060	34.9250	7.3213	NaN	7.3213	7.3213	7.3213	0.2824	3.2588	0.4560	8.7685	NaN	8.7685	1.1312	NaN	8.7685	8.7685	7.3213	7.3213	7.3213	8.7685	3.8926	0.4560	8.7685	8.7685	5.2813	5.8577	325.8420	3.8592	5.1971	5.1971	10.4008	106.7817	331.9460	325.8420	329.7957	5.1971	5.1971	3.6522	0.4560	2.4016	12.4352	3.6380	NaN	2.8699	34.8093	5.4176	5.2813	1.9014	0.0000	16.8973	0.0000
vid-16	2.6646	NaN	2.6646	2.6646	2.6646	1.4537	2.6646	2.6646	0.0821	2.6646	1.5920	NaN	2.6646	2.6646	2.6646	0.0000	2.6646	2.6646	3.0959	13.6603	1.5366	13.6603	13.6603	1.4214	13.6603	13.6603	2.6646	2.6646	13.7692	13.7692	2.6646	13.7692	13.7692	2.6646	13.7692	2.6646	2.6646	9.7423	1.3823	0.0000	13.7692	1.0067	2.6736	2.4160	13.7692	5.6852	2.6646	13.7692	1.2749	2.5831	2.5831	2.6646	13.0730	13.7692	1.9930	13.7692	2.5685	13.7692	3.2218	13.7692	13.7692	2.6646	13.7692	2.6646	11.1564	5.1735	2.6646	13.7692	13.7692	13.7692	1.9930	13.7692	13.7692	13.7692	13.7692	13.7692	3923.1944	3912.6405	3859.9507	3921.6297	3909.9986	961.1966	958.4838	958.0479	961.2823	NaN	3924.4899	2.8834	1.5920	8.4910	2.6646	3.4734	6.3183	4.9570	2.8856	NaN	2.6646	2.6646	2.6646	2.6651	NaN	2.6646	5.1735	32.6010	2.6651	9.7423	3.9342	6.3183	4.9570	5.1806	1.4998	35.9417	NaN	35.9417	4.8936	6.3183	NaN	2.2926	2.7066	2.8856	3.9342	1.5920	32.6010	1.1055	32.6010	4.9570	NaN	4.9570	4.9570	4.9570	2.6651	1.3964	3.0959	6.3183	NaN	6.3183	1.8210	NaN	6.3183	6.3183	4.9570	4.9570	4.9570	6.3183	3.6135	3.0959	6.3183	6.3183	3.0628	3.8965	326.2449	1.4826	2.8834	2.8834	9.7423	106.9916	332.3117	326.2449	330.1715	2.8834	2.8834	1.5376	3.0959	1.0067	10.6773	1.6241	NaN	0.6927	32.4825	2.8574	3.0628	3.8377	2.6646	15.0462	2.6646
vid-17	0.0000	NaN	0.0000	0.0000	0.0000	3.7063	0.0000	0.0000	2.6330	0.0000	1.9763	NaN	0.0000	0.0000	0.0000	2.6646	0.0000	0.0000	0.4560	16.2990	3.8158	16.2990	16.2990	3.6785	16.2990	16.2990	0.0000	0.0000	16.4081	16.4081	0.0000	16.4081	16.4081	0.0000	16.4081	0.0000	0.0000	10.4008	1.4045	2.6646	16.4081	2.4016	3.2751	0.6502	16.4081	8.0548	0.0000	16.4081	3.8075	4.0043	4.0043	0.0000	11.6352	16.4081	1.6206	16.4081	5.2029	16.4081	5.8123	16.4081	16.4081	0.0000	16.4081	0.0000	11.6002	7.4836	0.0000	16.4081	16.4081	16.4081	1.6206	16.4081	16.4081	16.4081	16.4081	16.4081	3925.5236	3914.9528	3862.2178	3923.9593	3912.3114	963.7292	961.0140	960.5784	963.8148	NaN	3926.8196	5.1971	1.9763	9.2331	0.0000	6.0363	8.7685	7.3213	5.5464	NaN	0.0000	0.0000	0.0000	0.2824	NaN	0.0000	7.4836	34.9250	0.2824	10.4008	6.2262	8.7685	7.3213	7.6236	3.8748	38.3173	NaN	38.3173	7.1811	8.7685	NaN	0.5812	3.7515	5.5464	6.2262	1.9763	34.9250	2.0060	34.9250	7.3213	NaN	7.3213	7.3213	7.3213	0.2824	3.2588	0.4560	8.7685	NaN	8.7685	1.1312	NaN	8.7685	8.7685	7.3213	7.3213	7.3213	8.7685	3.8926	0.4560	8.7685	8.7685	5.2813	5.8577	325.8420	3.8592	5.1971	5.1971	10.4008	106.7817	331.9460	325.8420	329.7957	5.1971	5.1971	3.6522	0.4560	2.4016	12.4352	3.6380	NaN	2.8699	34.8093	5.4176	5.2813	1.9014	0.0000	16.8973	0.0000
vid-18	0.0000	NaN	0.0000	0.0000	0.0000	3.7063	0.0000	0.0000	2.6330	0.0000	1.9763	NaN	0.0000	0.0000	0.0000	2.6646	0.0000	0.0000	0.4560	16.2990	3.8158	16.2990	16.2990	3.6785	16.2990	16.2990	0.0000	0.0000	16.4081	16.4081	0.0000	16.4081	16.4081	0.0000	16.4081	0.0000	0.0000	10.4008	1.4045	2.6646	16.4081	2.4016	3.2751	0.6502	16.4081	8.0548	0.0000	16.4081	3.8075	4.0043	4.0043	0.0000	11.6352	16.4081	1.6206	16.4081	5.2029	16.4081	5.8123	16.4081	16.4081	0.0000	16.4081	0.0000	11.6002	7.4836	0.0000	16.4081	16.4081	16.4081	1.6206	16.4081	16.4081	16.4081	16.4081	16.4081	3925.5236	3914.9528	3862.2178	3923.9593	3912.3114	963.7292	961.0140	960.5784	963.8148	NaN	3926.8196	5.1971	1.9763	9.2331	0.0000	6.0363	8.7685	7.3213	5.5464	NaN	0.0000	0.0000	0.0000	0.2824	NaN	0.0000	7.4836	34.9250	0.2824	10.4008	6.2262	8.7685	7.3213	7.6236	3.8748	38.3173	NaN	38.3173	7.1811	8.7685	NaN	0.5812	3.7515	5.5464	6.2262	1.9763	34.9250	2.0060	34.9250	7.3213	NaN	7.3213	7.3213	7.3213	0.2824	3.2588	0.4560	8.7685	NaN	8.7685	1.1312	NaN	8.7685	8.7685	7.3213	7.3213	7.3213	8.7685	3.8926	0.4560	8.7685	8.7685	5.2813	5.8577	325.8420	3.8592	5.1971	5.1971	10.4008	106.7817	331.9460	325.8420	329.7957	5.1971	5.1971	3.6522	0.4560	2.4016	12.4352	3.6380	NaN	2.8699	34.8093	5.4176	5.2813	1.9014	0.0000	16.8973	0.0000
vid-19	0.4560	NaN	0.4560	0.4560	0.4560	4.1621	0.4560	0.4560	3.0681	0.4560	2.2578	NaN	0.4560	0.4560	0.4560	3.0959	0.4560	0.4560	0.0000	16.7433	4.2715	16.7433	16.7433	4.0441	16.7433	16.7433	0.4560	0.4560	16.8524	16.8524	0.4560	16.8524	16.8524	0.4560	16.8524	0.4560	0.4560	10.7114	1.7885	3.0959	16.8524	2.8574	3.6704	1.0402	16.8524	8.3943	0.4560	16.8524	4.2569	4.4378	4.4378	0.4560	11.5898	16.8524	2.0351	16.8524	5.6457	16.8524	6.2613	16.8524	16.8524	0.4560	16.8524	0.4560	11.8777	7.9386	0.4560	16.8524	16.8524	16.8524	2.0351	16.8524	16.8524	16.8524	16.8524	16.8524	3925.9745	3915.4027	3862.6650	3924.4101	3912.7614	964.1847	961.4696	961.0340	964.2704	NaN	3927.2705	5.6530	2.2578	9.2748	0.4560	6.4876	9.2244	7.7771	5.9698	NaN	0.4560	0.4560	0.4560	0.6244	NaN	0.4560	7.9386	35.3769	0.6244	10.7114	6.6815	9.2244	7.7771	8.0794	4.3294	38.7711	NaN	38.7711	7.6358	9.2244	NaN	1.0134	4.1670	5.9698	6.6815	2.2578	35.3769	2.4618	35.3769	7.7771	NaN	7.7771	7.7771	7.7771	0.6244	3.5946	0.0000	9.2244	NaN	9.2244	1.5796	NaN	9.2244	9.2244	7.7771	7.7771	7.7771	9.2244	3.9652	0.0000	9.2244	9.2244	5.7363	6.1411	325.6217	4.3138	5.6530	5.6530	10.7114	106.5952	331.7314	325.6217	329.5796	5.6530	5.6530	4.1081	0.0000	2.8574	12.8547	4.0931	NaN	3.2572	35.2613	5.8685	5.7363	1.9330	0.4560	17.3203	0.4560
vid-20	16.2990	NaN	16.2990	16.2990	16.2990	12.6845	16.2990	16.2990	13.6814	16.2990	14.9346	NaN	16.2990	16.2990	16.2990	13.6603	16.2990	16.2990	16.7433	0.0000	12.5751	0.0000	0.0000	13.0794	0.0000	0.0000	16.2990	16.2990	0.1093	0.1093	16.2990	0.1093	0.1093	16.2990	0.1093	16.2990	16.2990	14.4955	15.0290	13.6603	0.1093	13.9909	14.1719	15.9215	0.1093	10.1351	16.2990	0.1093	12.4977	13.0857	13.0857	16.2990	23.0338	0.1093	15.1114	0.1093	11.0979	0.1093	10.4966	0.1093	0.1093	16.2990	0.1093	16.2990	15.7995	9.4014	16.2990	0.1093	0.1093	0.1093	15.1114	0.1093	0.1093	0.1093	0.1093	0.1093	3910.3873	3899.8960	3847.3769	3908.8213	3897.2523	947.7222	945.0158	944.5792	947.8079	NaN	3911.6807	11.3274	14.9346	16.2162	16.2990	10.2937	7.9425	9.4119	10.8677	NaN	16.2990	16.2990	16.2990	16.2511	NaN	16.2990	9.4014	20.5359	16.2511	14.4955	10.4728	7.9425	9.4119	8.9744	12.4804	23.4681	NaN	23.4681	9.6972	7.9425	NaN	15.8444	13.5823	10.8677	10.4728	14.9346	20.5359	14.3689	20.5359	9.4119	NaN	9.4119	9.4119	9.4119	16.2511	13.6480	16.7433	7.9425	NaN	7.9425	15.2861	NaN	7.9425	7.9425	9.4119	9.4119	9.4119	7.9425	15.4760	16.7433	7.9425	7.9425	11.3609	12.4104	330.6474	12.4942	11.3274	11.3274	14.4955	111.0831	336.5265	330.6474	334.4372	11.3274	11.3274	12.7950	16.7433	13.9909	9.7415	12.8590	NaN	13.6597	20.4041	10.9036	11.3609	16.9223	16.2990	10.0907	16.2990
vid-21	3.8158	NaN	3.8158	3.8158	3.8158	0.1103	3.8158	3.8158	1.4998	3.8158	3.1268	NaN	3.8158	3.8158	3.8158	1.5366	3.8158	3.8158	4.2715	12.5751	0.0001	12.5751	12.5751	2.3614	12.5751	12.5751	3.8158	3.8158	12.6844	12.6844	3.8158	12.6844	12.6844	3.8158	12.6844	3.8158	3.8158	8.4734	2.7894	1.5366	12.6844	1.4283	2.1318	3.3655	12.6844	5.7404	3.8158	12.6844	0.5443	1.4472	1.4472	3.8158	12.7947	12.6844	2.5417	12.6844	1.6850	12.6844	2.1110	12.6844	12.6844	3.8158	12.6844	3.8158	9.9478	3.7097	3.8158	12.6844	12.6844	12.6844	2.5417	12.6844	12.6844	12.6844	12.6844	12.6844	3921.7740	3911.2126	3858.5048	3920.2095	3908.5710	959.9134	957.1982	956.7625	959.9991	NaN	3923.0697	1.4006	3.1268	9.6186	3.8158	2.2848	4.9538	3.5231	2.3860	NaN	3.8158	3.8158	3.8158	3.7226	NaN	3.8158	3.7097	31.1721	3.7226	8.4734	2.4523	4.9538	3.5231	3.8084	0.1788	34.5392	NaN	34.5392	3.4172	4.9538	NaN	3.3077	1.8184	2.3860	2.4523	3.1268	31.1721	1.8190	31.1721	3.5231	NaN	3.5231	3.5231	3.5231	3.7226	2.6514	4.2715	4.9538	NaN	4.9538	2.7353	NaN	4.9538	4.9538	3.5231	3.5231	3.5231	4.9538	5.0603	4.2715	4.9538	4.9538	1.5422	4.5674	327.5821	0.1813	1.4006	1.4006	8.4734	108.2794	333.6380	327.5821	331.5007	1.4006	1.4006	0.2758	4.2715	1.4283	9.1423	0.4131	NaN	2.0602	31.0548	1.6902	1.5422	4.4080	3.8158	13.5105	3.8158
vid-22	16.2990	NaN	16.2990	16.2990	16.2990	12.6845	16.2990	16.2990	13.6814	16.2990	14.9346	NaN	16.2990	16.2990	16.2990	13.6603	16.2990	16.2990	16.7433	0.0000	12.5751	0.0000	0.0000	13.0794	0.0000	0.0000	16.2990	16.2990	0.1093	0.1093	16.2990	0.1093	0.1093	16.2990	0.1093	16.2990	16.2990	14.4955	15.0290	13.6603	0.1093	13.9909	14.1719	15.9215	0.1093	10.1351	16.2990	0.1093	12.4977	13.0857	13.0857	16.2990	23.0338	0.1093	15.1114	0.1093	11.0979	0.1093	10.4966	0.1093	0.1093	16.2990	0.1093	16.2990	15.7995	9.4014	16.2990	0.1093	0.1093	0.1093	15.1114	0.1093	0.1093	0.1093	0.1093	0.1093	3910.3873	3899.8960	3847.3769	3908.8213	3897.2523	947.7222	945.0158	944.5792	947.8079	NaN	3911.6807	11.3274	14.9346	16.2162	16.2990	10.2937	7.9425	9.4119	10.8677	NaN	16.2990	16.2990	16.2990	16.2511	NaN	16.2990	9.4014	20.5359	16.2511	14.4955	10.4728	7.9425	9.4119	8.9744	12.4804	23.4681	NaN	23.4681	9.6972	7.9425	NaN	15.8444	13.5823	10.8677	10.4728	14.9346	20.5359	14.3689	20.5359	9.4119	NaN	9.4119	9.4119	9.4119	16.2511	13.6480	16.7433	7.9425	NaN	7.9425	15.2861	NaN	7.9425	7.9425	9.4119	9.4119	9.4119	7.9425	15.4760	16.7433	7.9425	7.9425	11.3609	12.4104	330.6474	12.4942	11.3274	11.3274	14.4955	111.0831	336.5265	330.6474	334.4372	11.3274	11.3274	12.7950	16.7433	13.9909	9.7415	12.8590	NaN	13.6597	20.4041	10.9036	11.3609	16.9223	16.2990	10.0907	16.2990
vid-23	16.2990	NaN	16.2990	16.2990	16.2990	12.6845	16.2990	16.2990	13.6814	16.2990	14.9346	NaN	16.2990	16.2990	16.2990	13.6603	16.2990	16.2990	16.7433	0.0000	12.5751	0.0000	0.0000	13.0794	0.0000	0.0000	16.2990	16.2990	0.1093	0.1093	16.2990	0.1093	0.1093	16.2990	0.1093	16.2990	16.2990	14.4955	15.0290	13.6603	0.1093	13.9909	14.1719	15.9215	0.1093	10.1351	16.2990	0.1093	12.4977	13.0857	13.0857	16.2990	23.0338	0.1093	15.1114	0.1093	11.0979	0.1093	10.4966	0.1093	0.1093	16.2990	0.1093	16.2990	15.7995	9.4014	16.2990	0.1093	0.1093	0.1093	15.1114	0.1093	0.1093	0.1093	0.1093	0.1093	3910.3873	3899.8960	3847.3769	3908.8213	3897.2523	947.7222	945.0158	944.5792	947.8079	NaN	3911.6807	11.3274	14.9346	16.2162	16.2990	10.2937	7.9425	9.4119	10.8677	NaN	16.2990	16.2990	16.2990	16.2511	NaN	16.2990	9.4014	20.5359	16.2511	14.4955	10.4728	7.9425	9.4119	8.9744	12.4804	23.4681	NaN	23.4681	9.6972	7.9425	NaN	15.8444	13.5823	10.8677	10.4728	14.9346	20.5359	14.3689	20.5359	9.4119	NaN	9.4119	9.4119	9.4119	16.2511	13.6480	16.7433	7.9425	NaN	7.9425	15.2861	NaN	7.9425	7.9425	9.4119	9.4119	9.4119	7.9425	15.4760	16.7433	7.9425	7.9425	11.3609	12.4104	330.6474	12.4942	11.3274	11.3274	14.4955	111.0831	336.5265	330.6474	334.4372	11.3274	11.3274	12.7950	16.7433	13.9909	9.7415	12.8590	NaN	13.6597	20.4041	10.9036	11.3609	16.9223	16.2990	10.0907	16.2990
vid-24	3.6785	NaN	3.6785	3.6785	3.6785	2.3358	3.6785	3.6785	1.5018	3.6785	1.9028	NaN	3.6785	3.6785	3.6785	1.4214	3.6785	3.6785	4.0441	13.0794	2.3614	13.0794	13.0794	0.0000	13.0794	13.0794	3.6785	3.6785	13.1870	13.1870	3.6785	13.1870	13.1870	3.6785	13.1870	3.6785	3.6785	10.8340	2.2747	1.4214	13.1870	2.4197	4.0311	3.6135	13.1870	4.3944	3.6785	13.1870	1.8461	3.7254	3.7254	3.6785	14.4935	13.1870	3.3777	13.1870	2.3936	13.1870	3.1101	13.1870	13.1870	3.6785	13.1870	3.6785	12.3007	5.3883	3.6785	13.1870	13.1870	13.1870	3.3777	13.1870	13.1870	13.1870	13.1870	13.1870	3923.0326	3912.4970	3859.8543	3921.4675	3909.8546	960.7707	958.0617	957.6254	960.8564	NaN	3924.3275	3.3325	1.9028	7.2656	3.6785	3.4066	6.2777	5.1156	2.2563	NaN	3.6785	3.6785	3.6785	3.7633	NaN	3.6785	5.3883	32.5031	3.7633	10.8340	4.2719	6.2777	5.1156	5.2083	2.2263	35.7783	NaN	35.7783	5.1550	6.2777	NaN	3.4587	3.9634	2.2563	4.2719	1.9028	32.5031	2.5149	32.5031	5.1156	NaN	5.1156	5.1156	5.1156	3.7633	0.5728	4.0441	6.2777	NaN	6.2777	3.0973	NaN	6.2777	6.2777	5.1156	5.1156	5.1156	6.2777	2.9271	4.0441	6.2777	6.2777	3.5942	2.4751	325.2334	2.2135	3.3325	3.3325	10.8340	105.9204	331.2860	325.2334	329.1495	3.3325	3.3325	2.5124	4.0441	2.4197	11.2048	2.6467	NaN	0.8490	32.3817	2.8843	3.5942	5.1421	3.6785	15.4501	3.6785
vid-25	16.2990	NaN	16.2990	16.2990	16.2990	12.6845	16.2990	16.2990	13.6814	16.2990	14.9346	NaN	16.2990	16.2990	16.2990	13.6603	16.2990	16.2990	16.7433	0.0000	12.5751	0.0000	0.0000	13.0794	0.0000	0.0000	16.2990	16.2990	0.1093	0.1093	16.2990	0.1093	0.1093	16.2990	0.1093	16.2990	16.2990	14.4955	15.0290	13.6603	0.1093	13.9909	14.1719	15.9215	0.1093	10.1351	16.2990	0.1093	12.4977	13.0857	13.0857	16.2990	23.0338	0.1093	15.1114	0.1093	11.0979	0.1093	10.4966	0.1093	0.1093	16.2990	0.1093	16.2990	15.7995	9.4014	16.2990	0.1093	0.1093	0.1093	15.1114	0.1093	0.1093	0.1093	0.1093	0.1093	3910.3873	3899.8960	3847.3769	3908.8213	3897.2523	947.7222	945.0158	944.5792	947.8079	NaN	3911.6807	11.3274	14.9346	16.2162	16.2990	10.2937	7.9425	9.4119	10.8677	NaN	16.2990	16.2990	16.2990	16.2511	NaN	16.2990	9.4014	20.5359	16.2511	14.4955	10.4728	7.9425	9.4119	8.9744	12.4804	23.4681	NaN	23.4681	9.6972	7.9425	NaN	15.8444	13.5823	10.8677	10.4728	14.9346	20.5359	14.3689	20.5359	9.4119	NaN	9.4119	9.4119	9.4119	16.2511	13.6480	16.7433	7.9425	NaN	7.9425	15.2861	NaN	7.9425	7.9425	9.4119	9.4119	9.4119	7.9425	15.4760	16.7433	7.9425	7.9425	11.3609	12.4104	330.6474	12.4942	11.3274	11.3274	14.4955	111.0831	336.5265	330.6474	334.4372	11.3274	11.3274	12.7950	16.7433	13.9909	9.7415	12.8590	NaN	13.6597	20.4041	10.9036	11.3609	16.9223	16.2990	10.0907	16.2990
