onset	duration	video	participant	session
1	1	sec-142.avi	sub-12	ses-02
7	1	sec-1075.avi	sub-17	ses-01
13	1	sec-1153.avi	sub-17	ses-01
19	1	sec-1239.avi	sub-17	ses-01
25	1	sec-73.avi	sub-12	ses-02
31	1	sec-1399.avi	sub-17	ses-01
37	1	sec-1250.avi	sub-17	ses-01
43	1	sec-1329.avi	sub-17	ses-01
49	1	sec-1307.avi	sub-17	ses-01
55	1	sec-25.avi	sub-12	ses-02
61	1	sec-1139.avi	sub-17	ses-01
67	1	sec-50.avi	sub-12	ses-02
73	1	sec-1216.avi	sub-17	ses-01
79	1	sec-1240.avi	sub-17	ses-01
85	1	sec-60.avi	sub-12	ses-02
91	1	sec-1388.avi	sub-17	ses-01
97	1	sec-1193.avi	sub-17	ses-01
103	1	sec-1317.avi	sub-17	ses-01
109	1	sec-39.avi	sub-12	ses-02
115	1	sec-1168.avi	sub-17	ses-01
121	1	sec-129.avi	sub-12	ses-02
127	1	sec-1152.avi	sub-17	ses-01
133	1	sec-1364.avi	sub-17	ses-01
139	1	sec-1289.avi	sub-17	ses-01
145	1	sec-1260.avi	sub-17	ses-01
151	1	sec-1225.avi	sub-17	ses-01
157	1	sec-1106.avi	sub-17	ses-01
163	1	sec-1373.avi	sub-17	ses-01
169	1	sec-121.avi	sub-12	ses-02
175	1	sec-94.avi	sub-12	ses-02
181	1	sec-1400.avi	sub-17	ses-01
187	1	sec-8.avi	sub-12	ses-02
193	1	sec-145.avi	sub-12	ses-02
199	1	sec-158.avi	sub-12	ses-02
205	1	sec-1183.avi	sub-17	ses-01
211	1	sec-1358.avi	sub-17	ses-01
217	1	sec-23.avi	sub-12	ses-02
223	1	sec-1126.avi	sub-17	ses-01
229	1	sec-1271.avi	sub-17	ses-01
235	1	sec-1414.avi	sub-17	ses-01
241	1	sec-1088.avi	sub-17	ses-01
247	1	sec-171.avi	sub-12	ses-02
253	1	sec-11.avi	sub-12	ses-02
259	1	sec-51.avi	sub-12	ses-02
265	1	sec-1094.avi	sub-17	ses-01
271	1	sec-1204.avi	sub-17	ses-01
277	1	sec-107.avi	sub-12	ses-02
