onset	duration	video	participant	session
1	1	sec-52.avi	sub-12	ses-02
7	1	sec-1405.avi	sub-17	ses-01
13	1	sec-1237.avi	sub-17	ses-01
19	1	sec-157.avi	sub-12	ses-02
25	1	sec-123.avi	sub-12	ses-02
31	1	sec-143.avi	sub-12	ses-02
37	1	sec-1295.avi	sub-17	ses-01
43	1	sec-18.avi	sub-12	ses-02
49	1	sec-1286.avi	sub-17	ses-01
55	1	sec-1214.avi	sub-17	ses-01
61	1	sec-1269.avi	sub-17	ses-01
67	1	sec-1336.avi	sub-17	ses-01
73	1	sec-1182.avi	sub-17	ses-01
79	1	sec-1206.avi	sub-17	ses-01
85	1	sec-1420.avi	sub-17	ses-01
91	1	sec-1147.avi	sub-17	ses-01
97	1	sec-1190.avi	sub-17	ses-01
103	1	sec-1134.avi	sub-17	ses-01
109	1	sec-1227.avi	sub-17	ses-01
115	1	sec-1246.avi	sub-17	ses-01
121	1	sec-1112.avi	sub-17	ses-01
127	1	sec-169.avi	sub-12	ses-02
133	1	sec-66.avi	sub-12	ses-02
139	1	sec-1172.avi	sub-17	ses-01
145	1	sec-38.avi	sub-12	ses-02
151	1	sec-147.avi	sub-12	ses-02
157	1	sec-105.avi	sub-12	ses-02
163	1	sec-1328.avi	sub-17	ses-01
169	1	sec-1092.avi	sub-17	ses-01
175	1	sec-1415.avi	sub-17	ses-01
181	1	sec-1119.avi	sub-17	ses-01
187	1	sec-30.avi	sub-12	ses-02
193	1	sec-49.avi	sub-12	ses-02
199	1	sec-1312.avi	sub-17	ses-01
205	1	sec-1376.avi	sub-17	ses-01
211	1	sec-84.avi	sub-12	ses-02
217	1	sec-1161.avi	sub-17	ses-01
223	1	sec-89.avi	sub-12	ses-02
229	1	sec-112.avi	sub-12	ses-02
235	1	sec-1350.avi	sub-17	ses-01
241	1	sec-74.avi	sub-12	ses-02
247	1	sec-1362.avi	sub-17	ses-01
253	1	sec-1300.avi	sub-17	ses-01
259	1	sec-1277.avi	sub-17	ses-01
265	1	sec-1098.avi	sub-17	ses-01
271	1	sec-1392.avi	sub-17	ses-01
277	1	sec-133.avi	sub-12	ses-02
