onset	duration	video	participant	session
1	1	sec-114.avi	sub-13	ses-02
7	1	sec-162.avi	sub-13	ses-02
13	1	sec-512.avi	sub-23	ses-01
19	1	sec-140.avi	sub-13	ses-02
25	1	sec-621.avi	sub-23	ses-01
31	1	sec-29.avi	sub-13	ses-02
37	1	sec-95.avi	sub-13	ses-02
43	1	sec-77.avi	sub-13	ses-02
49	1	sec-274.avi	sub-13	ses-02
55	1	sec-461.avi	sub-23	ses-01
61	1	sec-250.avi	sub-23	ses-01
67	1	sec-305.avi	sub-23	ses-01
73	1	sec-34.avi	sub-13	ses-02
79	1	sec-247.avi	sub-13	ses-02
85	1	sec-416.avi	sub-23	ses-01
91	1	sec-495.avi	sub-23	ses-01
97	1	sec-518.avi	sub-23	ses-01
103	1	sec-83.avi	sub-13	ses-02
109	1	sec-104.avi	sub-13	ses-02
115	1	sec-280.avi	sub-13	ses-02
121	1	sec-434.avi	sub-23	ses-01
127	1	sec-614.avi	sub-23	ses-01
133	1	sec-171.avi	sub-13	ses-02
139	1	sec-383.avi	sub-23	ses-01
145	1	sec-479.avi	sub-23	ses-01
151	1	sec-31.avi	sub-13	ses-02
157	1	sec-121.avi	sub-13	ses-02
163	1	sec-527.avi	sub-23	ses-01
169	1	sec-393.avi	sub-23	ses-01
175	1	sec-411.avi	sub-23	ses-01
181	1	sec-42.avi	sub-13	ses-02
187	1	sec-55.avi	sub-13	ses-02
193	1	sec-396.avi	sub-23	ses-01
199	1	sec-300.avi	sub-13	ses-02
205	1	sec-627.avi	sub-23	ses-01
211	1	sec-584.avi	sub-23	ses-01
217	1	sec-144.avi	sub-13	ses-02
223	1	sec-68.avi	sub-13	ses-02
229	1	sec-259.avi	sub-13	ses-02
235	1	sec-441.avi	sub-23	ses-01
241	1	sec-563.avi	sub-23	ses-01
247	1	sec-127.avi	sub-13	ses-02
253	1	sec-282.avi	sub-23	ses-01
259	1	sec-213.avi	sub-13	ses-02
265	1	sec-180.avi	sub-13	ses-02
271	1	sec-264.avi	sub-13	ses-02
277	1	sec-234.avi	sub-13	ses-02
283	1	sec-540.avi	sub-23	ses-01
289	1	sec-447.avi	sub-23	ses-01
295	1	sec-496.avi	sub-23	ses-01
301	1	sec-192.avi	sub-13	ses-02
307	1	sec-595.avi	sub-23	ses-01
313	1	sec-219.avi	sub-13	ses-02
319	1	sec-555.avi	sub-23	ses-01
325	1	sec-472.avi	sub-23	ses-01
331	1	sec-576.avi	sub-23	ses-01
337	1	sec-199.avi	sub-13	ses-02
343	1	sec-160.avi	sub-13	ses-02
349	1	sec-363.avi	sub-23	ses-01
355	1	sec-599.avi	sub-23	ses-01
