onset	duration	video	participant	session
1	1	sec-40.avi	sub-09	ses-01
7	1	sec-134.avi	sub-09	ses-01
13	1	sec-177.avi	sub-09	ses-01
19	1	sec-57.avi	sub-10	ses-01
25	1	sec-177.avi	sub-10	ses-01
31	1	sec-251.avi	sub-10	ses-01
37	1	sec-266.avi	sub-10	ses-01
43	1	sec-95.avi	sub-09	ses-01
49	1	sec-142.avi	sub-10	ses-01
55	1	sec-142.avi	sub-09	ses-01
61	1	sec-282.avi	sub-10	ses-01
67	1	sec-168.avi	sub-09	ses-01
73	1	sec-110.avi	sub-09	ses-01
79	1	sec-7.avi	sub-10	ses-01
85	1	sec-230.avi	sub-09	ses-01
91	1	sec-163.avi	sub-10	ses-01
97	1	sec-96.avi	sub-09	ses-01
103	1	sec-77.avi	sub-10	ses-01
109	1	sec-155.avi	sub-09	ses-01
115	1	sec-101.avi	sub-10	ses-01
121	1	sec-213.avi	sub-09	ses-01
127	1	sec-123.avi	sub-10	ses-01
133	1	sec-54.avi	sub-09	ses-01
139	1	sec-240.avi	sub-10	ses-01
145	1	sec-180.avi	sub-09	ses-01
151	1	sec-147.avi	sub-10	ses-01
157	1	sec-209.avi	sub-10	ses-01
163	1	sec-87.avi	sub-10	ses-01
169	1	sec-78.avi	sub-09	ses-01
175	1	sec-204.avi	sub-10	ses-01
181	1	sec-47.avi	sub-09	ses-01
187	1	sec-158.avi	sub-10	ses-01
193	1	sec-9.avi	sub-10	ses-01
199	1	sec-241.avi	sub-09	ses-01
205	1	sec-37.avi	sub-10	ses-01
211	1	sec-60.avi	sub-09	ses-01
217	1	sec-230.avi	sub-10	ses-01
223	1	sec-260.avi	sub-10	ses-01
229	1	sec-135.avi	sub-10	ses-01
235	1	sec-45.avi	sub-10	ses-01
241	1	sec-243.avi	sub-09	ses-01
247	1	sec-125.avi	sub-09	ses-01
253	1	sec-113.avi	sub-10	ses-01
259	1	sec-222.avi	sub-09	ses-01
265	1	sec-197.avi	sub-10	ses-01
271	1	sec-253.avi	sub-09	ses-01
277	1	sec-76.avi	sub-09	ses-01
283	1	sec-107.avi	sub-09	ses-01
289	1	sec-151.avi	sub-09	ses-01
295	1	sec-188.avi	sub-10	ses-01
301	1	sec-191.avi	sub-09	ses-01
307	1	sec-271.avi	sub-10	ses-01
313	1	sec-225.avi	sub-10	ses-01
