video	time_from_scan	emotion	memory_strength	face_or_not	person_familiarity	place_familiarity
sec-25.avi	1867	5	5	0	0	1
sec-51.avi	1841	5	3	0	0	1
sec-70.avi	1822	5	5	0	0	1
sec-76.avi	1816	4	3	1	1	2
sec-80.avi	1812	4	3	0	0	2
sec-93.avi	1799	4	4	0	0	2
sec-95.avi	1797	5	5	1	2	2
sec-98.avi	1794	4	3	0	0	1
sec-99.avi	1793	5	5	0	0	1
sec-104.avi	1788	5	4	0	0	1
sec-108.avi	1784	5	5	1	2	1
sec-109.avi	1783	5	5	1	1	2
sec-116.avi	1776	5	5	1	2	2
sec-125.avi	1767	5	4	1	2	2
sec-130.avi	1762	4	4	1	2	2
sec-138.avi	1754	4	2	0	0	2
sec-144.avi	1748	5	4	1	2	2
sec-150.avi	1742	5	2	1	2	0
sec-159.avi	1733	4	4	0	0	2
sec-168.avi	1724	4	4	0	0	2
sec-170.avi	1722	5	5	1	2	2
sec-177.avi	1715	5	1	0	0	2
sec-178.avi	1714	4	5	1	2	2
sec-183.avi	1709	4	4	1	1	1
sec-185.avi	1707	5	5	1	2	2
sec-196.avi	1696	5	2	1	2	2
sec-202.avi	1690	3	2	0	0	2
sec-210.avi	1682	5	2	1	2	2
sec-234.avi	1658	4	2	1	2	2
sec-245.avi	1647	4	3	1	2	2
sec-251.avi	1641	5	4	0	0	2
sec-257.avi	1635	4	3	1	1	2
sec-259.avi	1633	4	3	0	0	2
sec-275.avi	1617	4	4	0	0	2
sec-278.avi	1614	3	3	1	2	2
sec-279.avi	1613	5	4	1	2	2
sec-287.avi	1605	2	5	1	2	2
sec-293.avi	1599	4	5	0	0	1
sec-295.avi	1597	4	4	0	0	2
sec-300.avi	1592	3	1	0	0	0
sec-312.avi	1580	4	4	0	0	2
sec-317.avi	1575	4	3	0	0	0
sec-346.avi	1546	5	4	1	2	2
sec-347.avi	1545	4	2	1	2	2
sec-351.avi	1541	5	3	0	0	2
sec-353.avi	1539	5	4	0	0	2
sec-354.avi	1538	4	3	0	0	2
sec-363.avi	1529	5	5	0	0	2
sec-388.avi	1504	4	3	0	3	2
sec-392.avi	1500	5	5	0	0	1
sec-403.avi	1489	4	4	1	1	2
sec-407.avi	1485	3	2	0	0	2
sec-419.avi	1473	5	5	0	0	2
sec-427.avi	1465	5	4	1	2	2
sec-429.avi	1463	3	2	0	0	0
sec-439.avi	1453	4	2	0	0	2
sec-441.avi	1451	4	4	1	2	2
sec-449.avi	1443	5	5	1	2	2
sec-453.avi	1439	5	5	0	0	2
sec-472.avi	1420	5	4	1	2	2
sec-480.avi	1412	2	5	1	2	2
sec-484.avi	1408	5	5	1	2	2
sec-487.avi	1405	4	2	0	0	1
sec-488.avi	1404	5	3	0	0	2
sec-494.avi	1398	5	5	1	2	1
sec-533.avi	1359	5	5	0	0	2
sec-534.avi	1358	5	4	0	0	2
sec-543.avi	1349	5	4	0	0	2
sec-549.avi	1343	5	5	1	2	2
sec-559.avi	1333	4	4	0	0	2
sec-561.avi	1331	4	4	0	0	2
sec-579.avi	1313	5	5	0	0	2
sec-581.avi	1311	4	4	1	2	2
sec-584.avi	1308	5	3	1	2	2
sec-589.avi	1303	4	4	0	0	2
sec-591.avi	1301	4	4	0	0	2
sec-592.avi	1300	3	2	0	0	0
sec-607.avi	1285	5	5	1	2	2
sec-610.avi	1282	5	4	0	0	2
sec-618.avi	1274	4	4	0	0	2
sec-626.avi	1266	4	3	0	0	2
sec-627.avi	1265	5	3	1	2	0
sec-637.avi	1255	4	2	1	2	2
sec-652.avi	1240	5	5	0	0	1
sec-662.avi	1230	5	5	1	2	1
