onset	duration	video	participant	session
1	1	sec-556.avi	sub-23	ses-01
7	1	sec-568.avi	sub-23	ses-01
13	1	sec-276.avi	sub-13	ses-02
19	1	sec-81.avi	sub-13	ses-02
25	1	sec-294.avi	sub-13	ses-02
31	1	sec-250.avi	sub-13	ses-02
37	1	sec-610.avi	sub-23	ses-01
43	1	sec-475.avi	sub-23	ses-01
49	1	sec-108.avi	sub-13	ses-02
55	1	sec-421.avi	sub-23	ses-01
61	1	sec-143.avi	sub-13	ses-02
67	1	sec-437.avi	sub-23	ses-01
73	1	sec-165.avi	sub-13	ses-02
79	1	sec-227.avi	sub-13	ses-02
85	1	sec-410.avi	sub-23	ses-01
91	1	sec-206.avi	sub-13	ses-02
97	1	sec-463.avi	sub-23	ses-01
103	1	sec-519.avi	sub-23	ses-01
109	1	sec-624.avi	sub-23	ses-01
115	1	sec-239.avi	sub-13	ses-02
121	1	sec-267.avi	sub-13	ses-02
127	1	sec-217.avi	sub-13	ses-02
133	1	sec-532.avi	sub-23	ses-01
139	1	sec-54.avi	sub-13	ses-02
145	1	sec-62.avi	sub-13	ses-02
151	1	sec-290.avi	sub-23	ses-01
157	1	sec-402.avi	sub-23	ses-01
163	1	sec-602.avi	sub-23	ses-01
169	1	sec-117.avi	sub-13	ses-02
175	1	sec-88.avi	sub-13	ses-02
181	1	sec-146.avi	sub-13	ses-02
187	1	sec-379.avi	sub-23	ses-01
193	1	sec-312.avi	sub-13	ses-02
199	1	sec-450.avi	sub-23	ses-01
205	1	sec-193.avi	sub-13	ses-02
211	1	sec-583.avi	sub-23	ses-01
217	1	sec-359.avi	sub-23	ses-01
223	1	sec-498.avi	sub-23	ses-01
229	1	sec-428.avi	sub-23	ses-01
235	1	sec-3.avi	sub-13	ses-02
241	1	sec-209.avi	sub-13	ses-02
247	1	sec-541.avi	sub-23	ses-01
253	1	sec-588.avi	sub-23	ses-01
259	1	sec-71.avi	sub-13	ses-02
265	1	sec-45.avi	sub-13	ses-02
271	1	sec-282.avi	sub-13	ses-02
277	1	sec-385.avi	sub-23	ses-01
283	1	sec-182.avi	sub-13	ses-02
289	1	sec-491.avi	sub-23	ses-01
295	1	sec-468.avi	sub-23	ses-01
301	1	sec-35.avi	sub-13	ses-02
307	1	sec-158.avi	sub-13	ses-02
313	1	sec-561.avi	sub-23	ses-01
319	1	sec-177.avi	sub-13	ses-02
325	1	sec-347.avi	sub-23	ses-01
331	1	sec-132.avi	sub-13	ses-02
337	1	sec-105.avi	sub-13	ses-02
343	1	sec-229.avi	sub-23	ses-01
349	1	sec-632.avi	sub-23	ses-01
355	1	sec-514.avi	sub-23	ses-01
