onset	duration	video	participant	session
1	1	sec-76.avi	sub-03	ses-02
7	1	sec-256.avi	sub-03	ses-02
13	1	sec-151.avi	sub-03	ses-02
19	1	sec-449.avi	sub-03	ses-02
25	1	sec-678.avi	sub-03	ses-02
31	1	sec-670.avi	sub-19	ses-01
37	1	sec-35.avi	sub-03	ses-02
43	1	sec-170.avi	sub-03	ses-02
49	1	sec-770.avi	sub-19	ses-01
55	1	sec-209.avi	sub-03	ses-02
61	1	sec-792.avi	sub-19	ses-01
67	1	sec-605.avi	sub-19	ses-01
73	1	sec-99.avi	sub-03	ses-02
79	1	sec-808.avi	sub-19	ses-01
85	1	sec-531.avi	sub-03	ses-02
91	1	sec-56.avi	sub-03	ses-02
97	1	sec-784.avi	sub-19	ses-01
103	1	sec-696.avi	sub-19	ses-01
109	1	sec-813.avi	sub-19	ses-01
115	1	sec-70.avi	sub-03	ses-02
121	1	sec-573.avi	sub-03	ses-02
127	1	sec-578.avi	sub-19	ses-01
133	1	sec-393.avi	sub-03	ses-02
139	1	sec-720.avi	sub-19	ses-01
145	1	sec-95.avi	sub-03	ses-02
151	1	sec-264.avi	sub-03	ses-02
157	1	sec-297.avi	sub-03	ses-02
163	1	sec-114.avi	sub-03	ses-02
169	1	sec-666.avi	sub-19	ses-01
175	1	sec-643.avi	sub-19	ses-01
181	1	sec-742.avi	sub-19	ses-01
187	1	sec-618.avi	sub-19	ses-01
193	1	sec-598.avi	sub-19	ses-01
199	1	sec-667.avi	sub-03	ses-02
205	1	sec-342.avi	sub-03	ses-02
211	1	sec-738.avi	sub-19	ses-01
217	1	sec-755.avi	sub-19	ses-01
223	1	sec-502.avi	sub-03	ses-02
229	1	sec-625.avi	sub-19	ses-01
235	1	sec-407.avi	sub-19	ses-01
241	1	sec-550.avi	sub-19	ses-01
247	1	sec-357.avi	sub-03	ses-02
253	1	sec-283.avi	sub-03	ses-02
259	1	sec-429.avi	sub-19	ses-01
265	1	sec-6.avi	sub-03	ses-02
271	1	sec-141.avi	sub-03	ses-02
277	1	sec-657.avi	sub-19	ses-01
283	1	sec-453.avi	sub-19	ses-01
289	1	sec-684.avi	sub-19	ses-01
295	1	sec-701.avi	sub-19	ses-01
301	1	sec-592.avi	sub-03	ses-02
307	1	sec-382.avi	sub-19	ses-01
313	1	sec-637.avi	sub-19	ses-01
319	1	sec-372.avi	sub-03	ses-02
325	1	sec-401.avi	sub-03	ses-02
331	1	sec-717.avi	sub-19	ses-01
337	1	sec-316.avi	sub-03	ses-02
343	1	sec-762.avi	sub-19	ses-01
349	1	sec-474.avi	sub-19	ses-01
355	1	sec-101.avi	sub-03	ses-02
