	vid-1	vid-2	vid-3	vid-4	vid-5	vid-6	vid-7	vid-8	vid-9	vid-10	vid-11	vid-12	vid-13	vid-14	vid-15	vid-16	vid-17	vid-18	vid-19	vid-20	vid-21	vid-22	vid-23	vid-24	vid-25	vid-26	vid-27	vid-28	vid-29	vid-30	vid-31	vid-32	vid-33	vid-34	vid-35	vid-36	vid-37	vid-38	vid-39	vid-40	vid-41	vid-42	vid-43	vid-44	vid-45	vid-46	vid-47	vid-48	vid-49	vid-50	vid-51	vid-52	vid-53	vid-54	vid-55	vid-56	vid-57	vid-58	vid-59	vid-60	vid-61	vid-62	vid-63	vid-64	vid-65	vid-66	vid-67	vid-68	vid-69	vid-70	vid-71	vid-72	vid-73	vid-74	vid-75	vid-76	vid-77	vid-78	vid-79	vid-80	vid-81	vid-82	vid-83	vid-84	vid-85	vid-86	vid-87	vid-88	vid-89	vid-90	vid-91	vid-92	vid-93	vid-94	vid-95	vid-96	vid-97	vid-98	vid-99	vid-100	vid-101	vid-102	vid-103	vid-104	vid-105	vid-106	vid-107	vid-108	vid-109	vid-110	vid-111	vid-112	vid-113	vid-114	vid-115	vid-116	vid-117	vid-118	vid-119	vid-120	vid-121	vid-122	vid-123	vid-124	vid-125	vid-126	vid-127	vid-128	vid-129	vid-130	vid-131	vid-132	vid-133	vid-134	vid-135	vid-136	vid-137	vid-138	vid-139	vid-140	vid-141	vid-142	vid-143	vid-144	vid-145	vid-146	vid-147	vid-148	vid-149	vid-150	vid-151	vid-152	vid-153	vid-154	vid-155	vid-156	vid-157	vid-158	vid-159	vid-160	vid-161	vid-162	vid-163	vid-164	vid-165	vid-166	vid-167	vid-168	vid-169	vid-170	vid-171	vid-172	vid-173	vid-174	vid-175	vid-176	vid-177	vid-178	vid-179	vid-180	vid-181	vid-182	vid-183	vid-184	vid-185	vid-186	vid-187	vid-188	vid-189	vid-190	vid-191	vid-192	vid-193	vid-194	vid-195	vid-196	vid-197	vid-198	vid-199	vid-200	vid-201	vid-202	vid-203	vid-204	vid-205	vid-206	vid-207	vid-208	vid-209	vid-210	vid-211	vid-212	vid-213	vid-214	vid-215	vid-216	vid-217	vid-218	vid-219	vid-220	vid-221	vid-222	vid-223	vid-224	vid-225	vid-226	vid-227	vid-228	vid-229	vid-230	vid-231	vid-232	vid-233	vid-234	vid-235	vid-236	vid-237	vid-238	vid-239	vid-240	vid-241	vid-242	vid-243	vid-244	vid-245	vid-246	vid-247	vid-248	vid-249	vid-250	vid-251	vid-252	vid-253	vid-254
vid-167	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
vid-168	0.0000	4.1407	0.0000	2.1032	1.4787	NaN	2.1032	0.0000	1.2238	1.6227	NaN	2.1032	0.0000	11.4271	1.2114	0.0000	11.8955	0.1788	0.7210	1.4689	1.2102	2.8987	11.4271	2.1032	0.0000	6.1205	2.1032	2.1032	16.7101	2.6471	20.2791	1.4787	2.1032	2.1032	0.5665	1.2870	6.2860	0.6679	2.1032	1.4787	2.1032	199.0173	199.8692	199.0173	0.0000	0.6286	1.5742	1.4787	11.4271	2.4065	NaN	1.4787	NaN	1.4689	0.2405	21.2573	4.8738	NaN	2.8638	0.1499	2.1032	2.1032	1.1608	0.0000	0.5284	0.5572	0.5712	0.0000	2.1032	5.0990	3.1683	0.1562	4.2762	6.6904	2118.3884	2118.3884	11.4271	2120.8395	7.6082	1.4787	1.4787	NaN	328.2500	331.8661	331.8661	NaN	1.4787	2.1524	6.2860	4.5394	7.6082	0.0000	4.4318	3.0131	956.2387	954.1774	954.2977	NaN	1.4039	2.1032	1.5123	1.5504	11.8955	11.4271	3.1578	3.1578	2.8942	1.4787	2.1032	29.0320	9.1252	1.4787	NaN	1.4724	1.2009	2.1032	1.4236	2.2681	2.1032	0.0000	2.1032	177.8514	177.8514	177.8514	11.4271	NaN	1.4012	2.2116	7.6082	26.2967	11.4271	0.3637	0.4074	2.1032	1.7942	1.5390	0.8017	0.0000	4.0956	NaN	2.6151	1.2783	1.5504	0.5897	0.6041	NaN	0.0000	2.1032	713.0077	715.0500	715.0500	543.4791	543.4791	543.4791	508.2063	543.4791	99.7720	0.5897	0.0000	3.1769	2.1162	NaN	1.4545	17.1823	NaN	0.0000	NaN	0.0000	7.6082	0.5897	14.1618	543.4791	0.5572	2.1032	2.1032	0.0000	15.1636	678.1475	678.1475	677.6009	6.6904	508.2063	531.6006	531.6248	531.6006	11.4271	964.0276	964.6178	964.6102	956.4755	954.1940	964.0276	964.0276	964.6102	958.5672	964.6102	964.6102	0.2910	0.0000	2.1032	NaN	2.9579	6.6904	1513.2553	1514.9763	1513.2553	1691.9781	1691.9781	2.1032	NaN	0.0000	11.4271	1.7046	0.6286	0.3216	1.7046	1.2591	0.7606	0.5897	0.5897	2.4303	1.6913	0.0000	1.4787	NaN	335.8262	335.5644	2.1032	6.6904	948.7002	953.9748	954.1774	0.0000	0.0000	1.4787	NaN	0.8884	0.3823	335.2043	331.8661	331.8661	2.1032	2.1032	2.1032	0.0000	2.5692	3.1258	0.0000	2.1032	2.1032	0.0000	NaN	45.2234	1.7744
vid-169	7.6082	10.9588	7.6082	7.8656	7.6093	NaN	7.8656	7.6082	8.3749	9.1800	NaN	7.8656	7.6082	4.4736	6.6075	7.6082	4.9422	7.7862	8.2498	8.3830	6.5869	6.0549	4.4736	7.8656	7.6082	11.4864	7.8656	7.8656	23.2118	10.1949	16.4598	7.6093	7.8656	7.8656	8.0150	8.0706	10.8551	8.2073	7.8656	7.6093	7.8656	195.9159	196.8025	195.9159	7.6082	8.0959	8.3565	7.6093	4.4736	6.1751	NaN	7.6093	NaN	8.3830	7.8066	13.9943	3.5529	NaN	9.6521	7.7453	7.8656	7.8656	6.7994	7.6082	7.3410	7.2037	7.7801	7.6082	7.8656	8.4672	4.8366	7.6290	11.0390	14.2848	2119.6636	2119.6636	4.4736	2122.1106	0.0000	7.6093	7.6093	NaN	324.8121	328.3833	328.3833	NaN	7.6093	7.9460	10.8551	11.1846	0.0000	7.6082	11.8412	9.3659	951.9223	949.8587	949.9798	NaN	7.9361	7.8656	8.6699	8.0878	4.9422	4.4736	10.1606	10.1606	9.8030	7.6093	7.8656	27.1773	2.6380	7.6093	NaN	8.0105	8.1229	7.8656	8.1782	8.3283	7.8656	7.6082	7.8656	181.0734	181.0734	181.0734	4.4736	NaN	8.1244	6.4111	0.0000	19.7885	4.4736	7.5746	7.4008	7.8656	7.1086	8.1802	8.4092	7.6082	10.7604	NaN	9.5300	6.5851	8.0878	7.9334	7.8463	NaN	7.6082	7.8656	708.3966	710.4568	710.4568	539.0720	539.0720	539.0720	504.1291	539.0720	92.8774	7.9334	7.6082	8.8020	6.3920	NaN	8.8047	19.0017	NaN	7.6082	NaN	7.6082	0.0000	7.9334	6.8509	539.0720	7.2037	7.8656	7.8656	7.6082	17.7469	672.6188	672.6188	672.0720	14.2848	504.1291	527.1798	527.1105	527.1798	4.4736	959.5963	960.1963	960.1844	952.1294	949.8710	959.5963	959.5963	960.1844	954.2411	960.1844	960.1844	7.6144	7.6082	7.8656	NaN	4.6910	14.2848	1510.9881	1512.7179	1510.9881	1689.0801	1689.0801	7.8656	NaN	7.6082	4.4736	5.9433	8.0959	7.4529	5.9433	6.5699	8.2315	7.9334	7.9334	9.9296	7.1238	7.6082	7.6093	NaN	332.2895	332.0274	7.8656	14.2848	944.4454	949.6628	949.8587	7.6082	7.6082	7.6093	NaN	8.4507	7.7233	331.7181	328.3833	328.3833	7.8656	7.8656	7.8656	7.6082	9.6748	10.0074	7.6082	7.8656	7.8656	7.6082	NaN	37.6506	9.1887
vid-170	0.5897	4.3090	0.5897	1.6363	1.0699	NaN	1.6363	0.5897	1.5528	1.5683	NaN	1.6363	0.5897	11.6159	1.7582	0.5897	12.0791	0.5021	0.9052	0.8821	1.7514	3.4801	11.6159	1.6363	0.5897	5.5380	1.6363	1.6363	16.1604	2.5340	20.1007	1.0699	1.6363	1.6363	0.1308	1.7364	6.7229	0.8572	1.6363	1.0699	1.6363	199.6031	200.4547	199.6031	0.5897	0.9263	0.9945	1.0699	11.6159	2.9848	NaN	1.0699	NaN	0.8821	0.6494	21.4438	5.3571	NaN	3.1147	0.5892	1.6363	1.6363	1.7357	0.5897	0.5927	1.1352	0.1643	0.5897	1.6363	5.6480	3.3132	0.7183	4.4535	6.3557	2117.8420	2117.8420	11.6159	2120.2932	7.9334	1.0699	1.0699	NaN	328.8381	332.4545	332.4545	NaN	1.0699	1.6717	6.7229	4.7354	7.9334	0.5897	4.3682	2.4259	956.0026	953.9416	954.0618	NaN	1.8937	1.6363	1.7824	1.0117	12.0791	11.6159	3.3206	3.3206	3.1063	1.0699	1.6363	28.6824	9.3123	1.0699	NaN	0.9461	0.6295	1.6363	1.8560	2.7337	1.6363	0.5897	1.6363	178.1854	178.1854	178.1854	11.6159	NaN	0.8448	2.7962	7.9334	26.3551	11.6159	0.9321	0.5476	1.6363	2.3786	1.9817	0.7291	0.5897	4.3058	NaN	2.8474	1.8312	1.0117	0.0000	0.1102	NaN	0.5897	1.6363	713.5942	715.6367	715.6367	544.0673	544.0673	544.0673	508.7958	544.0673	99.8513	0.0000	0.5897	3.6308	2.6985	NaN	0.9267	16.6736	NaN	0.5897	NaN	0.5897	7.9334	0.0000	14.5679	544.0673	1.1352	1.6363	1.6363	0.5897	14.6308	678.0298	678.0298	677.4832	6.3557	508.7958	532.1887	532.2122	532.1887	11.6159	963.8015	964.3909	964.3836	956.2420	953.9585	963.8015	963.8015	964.3836	958.3320	964.3836	964.3836	0.8510	0.5897	1.6363	NaN	3.2444	6.3557	1512.8693	1514.5898	1512.8693	1691.6327	1691.6327	1.6363	NaN	0.5897	11.6159	1.9911	0.9263	0.9112	1.9911	1.8055	1.0017	0.0000	0.0000	2.0036	2.2759	0.5897	1.0699	NaN	336.4148	336.1530	1.6363	6.3557	948.4589	953.7383	953.9416	0.5897	0.5897	1.0699	NaN	0.5663	0.8927	335.7927	332.4545	332.4545	1.6363	1.6363	1.6363	0.5897	2.7362	2.5506	0.5897	1.6363	1.6363	0.5897	NaN	45.5781	1.2868
vid-171	14.1618	16.8625	14.1618	14.6826	14.3791	NaN	14.6826	14.1618	14.7068	15.6265	NaN	14.6826	14.1618	6.2247	13.0348	14.1618	6.2401	14.3398	14.7260	15.1159	13.0226	11.9662	6.2247	14.6826	14.1618	18.3136	14.6826	14.6826	30.0569	16.5941	18.2749	14.3791	14.6826	14.6826	14.6320	14.3437	15.6239	14.6913	14.6826	14.3791	14.6826	191.0168	191.9271	191.0168	14.1618	14.5604	15.1054	14.3791	6.2247	12.2609	NaN	14.3791	NaN	15.1159	14.3300	10.3299	9.4101	NaN	15.6863	14.2846	14.6826	14.6826	13.1868	14.1618	13.9805	13.6870	14.4258	14.1618	14.6826	13.3033	11.6543	14.1518	16.9057	20.8274	2123.4081	2123.4081	6.2247	2125.8520	6.8509	14.3791	14.3791	NaN	319.6274	323.1677	323.1677	NaN	14.3791	14.7645	15.6239	16.9746	6.8509	14.1618	18.0518	16.1902	950.6310	948.5650	948.6869	NaN	14.1671	14.6826	14.9673	14.8502	6.2401	6.2247	16.2353	16.2353	15.8714	14.3791	14.6826	29.8937	7.1670	14.3791	NaN	14.7679	14.8398	14.6826	14.4225	14.3241	14.6826	14.1618	14.6826	181.5416	181.5416	181.5416	6.2247	NaN	14.8675	12.5171	6.8509	17.3834	6.2247	14.0555	14.0216	14.6826	13.2473	14.3909	14.9421	14.1618	16.6067	NaN	15.6323	12.9929	14.8502	14.5679	14.4925	NaN	14.1618	14.6826	702.4494	704.5198	704.5198	533.2502	533.2502	533.2502	498.5082	533.2502	88.5624	14.5679	14.1618	14.5297	12.5381	NaN	15.4759	24.5649	NaN	14.1618	NaN	14.1618	6.8509	14.5679	0.0000	533.2502	13.6870	14.6826	14.6826	14.1618	23.7004	669.9631	669.9631	669.4162	20.8274	498.5082	521.3506	521.2267	521.3506	6.2247	958.1803	958.7909	958.7744	950.8060	948.5726	958.1803	958.1803	958.7744	952.9392	958.7744	958.7744	14.1096	14.1618	14.6826	NaN	11.3953	20.8274	1511.7323	1513.4704	1511.7323	1689.2179	1689.2179	14.6826	NaN	14.1618	6.2247	12.5970	14.5604	13.9530	12.5970	12.9910	14.6853	14.5679	14.5679	16.5682	13.2930	14.1618	14.3791	NaN	327.0373	326.7750	14.6826	20.8274	943.2206	948.3763	948.5650	14.1618	14.1618	14.3791	NaN	15.0410	14.2010	326.4995	323.1677	323.1677	14.6826	14.6826	14.6826	14.1618	15.8447	16.7949	14.1618	14.6826	14.6826	14.1618	NaN	31.1740	15.8510
vid-172	543.4791	542.8744	543.4791	545.1709	544.5915	NaN	545.1709	543.4791	543.0821	544.0334	NaN	545.1709	543.4791	539.4201	542.3612	543.4791	539.3543	543.5972	543.5718	544.9320	542.3768	540.5990	539.4201	545.1709	543.4791	549.4541	545.1709	545.1709	559.5003	544.4545	548.8430	544.5915	545.1709	545.1709	544.0390	542.6933	539.2980	543.5769	545.1709	544.5915	545.1709	349.8386	349.3149	349.8386	543.4791	543.4262	545.0164	544.5915	539.4201	541.0992	NaN	544.5915	NaN	544.9320	543.4825	535.9571	539.3891	NaN	542.7034	543.5092	545.1709	545.1709	542.3423	543.4791	543.6786	542.9347	544.0150	543.4791	545.1709	538.9280	542.7647	543.3644	542.7768	547.8715	2616.7330	2616.7330	539.4201	2619.0657	539.0720	544.5915	544.5915	NaN	223.6663	219.5335	219.5335	NaN	544.5915	545.2514	539.2980	542.5654	539.0720	543.4791	544.5752	546.4568	1247.0644	1245.0368	1245.1949	NaN	542.4724	545.1709	543.1252	544.9047	539.3543	539.4201	543.1113	543.1113	542.9032	544.5915	545.1709	559.7137	540.2996	544.5915	NaN	544.8123	544.6425	545.1709	542.6535	541.9145	545.1709	543.4791	545.1709	478.8891	478.8891	478.8891	539.4201	NaN	544.8046	541.2739	539.0720	539.9279	539.4201	543.1612	543.6341	545.1709	541.7306	542.5383	543.9176	543.4791	542.5738	NaN	542.8838	542.2814	544.9047	544.0673	544.0637	NaN	543.4791	545.1709	170.6794	172.5089	172.5089	0.0000	0.0000	0.0000	44.4804	0.0000	532.3540	544.0673	543.4791	541.3196	541.3752	NaN	544.8730	557.8094	NaN	543.4791	NaN	543.4791	539.0720	544.0673	533.2502	0.0000	542.9347	545.1709	545.1709	543.4791	556.7934	921.7833	921.7833	921.3286	547.8715	44.4804	11.9444	15.1156	11.9444	539.4201	1246.8654	1248.0333	1247.7540	1245.4111	1244.7799	1246.8654	1246.8654	1247.7540	1248.5781	1247.7540	1247.7540	543.2432	543.4791	545.1709	NaN	542.0843	547.8715	1888.6799	1890.7782	1888.6799	2030.1254	2030.1254	545.1709	NaN	543.4791	539.4201	542.7663	543.4262	543.1591	542.7663	542.3169	543.4683	544.0673	544.0673	545.4830	541.8304	543.4791	544.5915	NaN	214.9303	215.1717	545.1709	547.8715	1244.0126	1245.2737	1245.0368	543.4791	543.4791	544.5915	NaN	544.2095	543.2431	216.3517	219.5335	219.5335	545.1709	545.1709	545.1709	543.4791	543.2104	546.5792	543.4791	545.1709	545.1709	543.4791	NaN	515.0844	545.0961
vid-173	0.5572	4.2133	0.5572	2.5055	1.8644	NaN	2.5055	0.5572	1.2841	1.9765	NaN	2.5055	0.5572	11.1280	0.6708	0.5572	11.6001	0.7091	1.0490	1.9997	0.6755	2.3451	11.1280	2.5055	0.5572	6.6301	2.5055	2.5055	17.2656	2.9930	20.3064	1.8644	2.5055	2.5055	1.1231	1.1627	6.0299	1.0096	2.5055	1.8644	2.5055	198.5043	199.3574	198.5043	0.5572	0.8923	2.0933	1.8644	11.1280	1.8509	NaN	1.8644	NaN	1.9997	0.6550	20.9503	4.3563	NaN	2.8832	0.6329	2.5055	2.5055	0.6037	0.5572	0.8310	0.0000	1.0832	0.5572	2.5055	4.6790	2.9715	0.4849	4.3375	7.1436	2118.8247	2118.8247	11.1280	2121.2756	7.2037	1.8644	1.8644	NaN	327.7283	331.3432	331.3432	NaN	1.8644	2.5654	6.0299	4.5778	7.2037	0.5572	4.7060	3.5386	956.3090	954.2475	954.3679	NaN	1.1901	2.5055	1.5996	2.0301	11.6001	11.1280	3.2581	3.2581	2.9537	1.8644	2.5055	29.2313	8.8330	1.8644	NaN	1.9445	1.7171	2.5055	1.3084	2.0341	2.5055	0.5572	2.5055	177.6797	177.6797	177.6797	11.1280	NaN	1.8997	1.6615	7.2037	26.0984	11.1280	0.3721	0.7454	2.5055	1.3118	1.3935	1.2607	0.5572	4.1267	NaN	2.6643	0.7310	2.0301	1.1352	1.1295	NaN	0.5572	2.5055	712.4598	714.5024	714.5024	542.9347	542.9347	542.9347	507.6687	542.9347	99.5472	1.1352	0.5572	2.9323	1.5633	NaN	2.0106	17.5720	NaN	0.5572	NaN	0.5572	7.2037	1.1352	13.6870	542.9347	0.0000	2.5055	2.5055	0.5572	15.5868	678.1007	678.1007	677.5541	7.1436	507.6687	531.0560	531.0785	531.0560	11.1280	964.0877	964.6789	964.6708	956.5432	954.2638	964.0877	964.0877	964.6708	958.6367	964.6708	964.6708	0.4227	0.5572	2.5055	NaN	2.6299	7.1436	1513.4865	1515.2082	1513.4865	1692.1640	1692.1640	2.5055	NaN	0.5572	11.1280	1.4390	0.8923	0.2705	1.4390	0.7180	1.0281	1.1352	1.1352	2.9536	1.2104	0.5572	1.8644	NaN	335.3018	335.0400	2.5055	7.1436	948.7759	954.0454	954.2475	0.5572	0.5572	1.8644	NaN	1.4194	0.5205	334.6813	331.3432	331.3432	2.5055	2.5055	2.5055	0.5572	2.6867	3.6812	0.5572	2.5055	2.5055	0.5572	NaN	44.7793	2.3221
vid-174	2.1032	5.8235	2.1032	0.0000	0.6414	NaN	0.0000	2.1032	3.1881	3.0014	NaN	0.0000	2.1032	11.0655	2.9161	2.1032	11.5083	2.0959	2.5341	1.0617	2.8924	4.6632	11.0655	0.0000	2.1032	4.2838	0.0000	0.0000	15.5440	3.7837	18.6959	0.6414	0.0000	0.0000	1.7510	3.3599	8.3573	2.4887	0.0000	0.6414	0.0000	200.9121	201.7686	200.9121	2.1032	2.5624	0.9249	0.6414	11.0655	4.1677	NaN	0.6414	NaN	1.0617	2.2520	20.8217	5.9512	NaN	4.7080	2.1706	0.0000	0.0000	3.0044	2.1032	1.6745	2.5055	1.5630	2.1032	0.0000	7.1803	3.0309	2.2586	5.9740	6.8626	2116.3193	2116.3193	11.0655	2118.7703	7.8656	0.6414	0.6414	NaN	330.1042	333.7139	333.7139	NaN	0.6414	0.0852	8.3573	6.2689	7.8656	2.1032	5.5834	1.5103	954.4950	952.4342	952.5543	NaN	3.4997	0.0000	3.4047	0.6939	11.5083	11.0655	4.8493	4.8493	4.6763	0.6414	0.0000	27.0753	8.7934	0.6414	NaN	0.7208	1.0894	0.0000	3.4851	4.3554	0.0000	2.1032	0.0000	179.7871	179.7871	179.7871	11.0655	NaN	0.8764	4.0433	7.8656	25.3983	11.0655	2.4643	1.7671	0.0000	3.8157	3.6088	2.2947	2.1032	5.8563	NaN	4.4345	2.9984	0.6939	1.6363	1.5592	NaN	2.1032	0.0000	714.6586	716.7047	716.7047	545.1709	545.1709	545.1709	509.9603	545.1709	98.9061	1.6363	2.1032	5.2587	3.9299	NaN	1.6936	15.0814	NaN	2.1032	NaN	2.1032	7.8656	1.6363	14.6826	545.1709	2.5055	0.0000	0.0000	2.1032	13.0815	676.6893	676.6893	676.1427	6.8626	509.9603	533.2896	533.2947	533.2896	11.0655	962.3058	962.8942	962.8873	954.7374	952.4516	962.3058	962.3058	962.8873	956.8253	962.8873	962.8873	2.3942	2.1032	0.0000	NaN	3.3748	6.8626	1511.2407	1512.9610	1511.2407	1690.0243	1690.0243	0.0000	NaN	2.1032	11.0655	2.4235	2.5624	2.3853	2.4235	2.9541	2.6351	1.6363	1.6363	2.6474	3.7150	2.1032	0.6414	NaN	337.6661	337.4042	0.0000	6.8626	946.9451	952.2302	952.4342	2.1032	2.1032	0.6414	NaN	2.0028	2.4740	337.0517	333.7139	333.7139	0.0000	0.0000	0.0000	2.1032	4.2833	2.1718	2.1032	0.0000	0.0000	2.1032	NaN	45.4279	1.9843
vid-175	2.1032	5.8235	2.1032	0.0000	0.6414	NaN	0.0000	2.1032	3.1881	3.0014	NaN	0.0000	2.1032	11.0655	2.9161	2.1032	11.5083	2.0959	2.5341	1.0617	2.8924	4.6632	11.0655	0.0000	2.1032	4.2838	0.0000	0.0000	15.5440	3.7837	18.6959	0.6414	0.0000	0.0000	1.7510	3.3599	8.3573	2.4887	0.0000	0.6414	0.0000	200.9121	201.7686	200.9121	2.1032	2.5624	0.9249	0.6414	11.0655	4.1677	NaN	0.6414	NaN	1.0617	2.2520	20.8217	5.9512	NaN	4.7080	2.1706	0.0000	0.0000	3.0044	2.1032	1.6745	2.5055	1.5630	2.1032	0.0000	7.1803	3.0309	2.2586	5.9740	6.8626	2116.3193	2116.3193	11.0655	2118.7703	7.8656	0.6414	0.6414	NaN	330.1042	333.7139	333.7139	NaN	0.6414	0.0852	8.3573	6.2689	7.8656	2.1032	5.5834	1.5103	954.4950	952.4342	952.5543	NaN	3.4997	0.0000	3.4047	0.6939	11.5083	11.0655	4.8493	4.8493	4.6763	0.6414	0.0000	27.0753	8.7934	0.6414	NaN	0.7208	1.0894	0.0000	3.4851	4.3554	0.0000	2.1032	0.0000	179.7871	179.7871	179.7871	11.0655	NaN	0.8764	4.0433	7.8656	25.3983	11.0655	2.4643	1.7671	0.0000	3.8157	3.6088	2.2947	2.1032	5.8563	NaN	4.4345	2.9984	0.6939	1.6363	1.5592	NaN	2.1032	0.0000	714.6586	716.7047	716.7047	545.1709	545.1709	545.1709	509.9603	545.1709	98.9061	1.6363	2.1032	5.2587	3.9299	NaN	1.6936	15.0814	NaN	2.1032	NaN	2.1032	7.8656	1.6363	14.6826	545.1709	2.5055	0.0000	0.0000	2.1032	13.0815	676.6893	676.6893	676.1427	6.8626	509.9603	533.2896	533.2947	533.2896	11.0655	962.3058	962.8942	962.8873	954.7374	952.4516	962.3058	962.3058	962.8873	956.8253	962.8873	962.8873	2.3942	2.1032	0.0000	NaN	3.3748	6.8626	1511.2407	1512.9610	1511.2407	1690.0243	1690.0243	0.0000	NaN	2.1032	11.0655	2.4235	2.5624	2.3853	2.4235	2.9541	2.6351	1.6363	1.6363	2.6474	3.7150	2.1032	0.6414	NaN	337.6661	337.4042	0.0000	6.8626	946.9451	952.2302	952.4342	2.1032	2.1032	0.6414	NaN	2.0028	2.4740	337.0517	333.7139	333.7139	0.0000	0.0000	0.0000	2.1032	4.2833	2.1718	2.1032	0.0000	0.0000	2.1032	NaN	45.4279	1.9843
vid-176	0.0000	4.1407	0.0000	2.1032	1.4787	NaN	2.1032	0.0000	1.2238	1.6227	NaN	2.1032	0.0000	11.4271	1.2114	0.0000	11.8955	0.1788	0.7210	1.4689	1.2102	2.8987	11.4271	2.1032	0.0000	6.1205	2.1032	2.1032	16.7101	2.6471	20.2791	1.4787	2.1032	2.1032	0.5665	1.2870	6.2860	0.6679	2.1032	1.4787	2.1032	199.0173	199.8692	199.0173	0.0000	0.6286	1.5742	1.4787	11.4271	2.4065	NaN	1.4787	NaN	1.4689	0.2405	21.2573	4.8738	NaN	2.8638	0.1499	2.1032	2.1032	1.1608	0.0000	0.5284	0.5572	0.5712	0.0000	2.1032	5.0990	3.1683	0.1562	4.2762	6.6904	2118.3884	2118.3884	11.4271	2120.8395	7.6082	1.4787	1.4787	NaN	328.2500	331.8661	331.8661	NaN	1.4787	2.1524	6.2860	4.5394	7.6082	0.0000	4.4318	3.0131	956.2387	954.1774	954.2977	NaN	1.4039	2.1032	1.5123	1.5504	11.8955	11.4271	3.1578	3.1578	2.8942	1.4787	2.1032	29.0320	9.1252	1.4787	NaN	1.4724	1.2009	2.1032	1.4236	2.2681	2.1032	0.0000	2.1032	177.8514	177.8514	177.8514	11.4271	NaN	1.4012	2.2116	7.6082	26.2967	11.4271	0.3637	0.4074	2.1032	1.7942	1.5390	0.8017	0.0000	4.0956	NaN	2.6151	1.2783	1.5504	0.5897	0.6041	NaN	0.0000	2.1032	713.0077	715.0500	715.0500	543.4791	543.4791	543.4791	508.2063	543.4791	99.7720	0.5897	0.0000	3.1769	2.1162	NaN	1.4545	17.1823	NaN	0.0000	NaN	0.0000	7.6082	0.5897	14.1618	543.4791	0.5572	2.1032	2.1032	0.0000	15.1636	678.1475	678.1475	677.6009	6.6904	508.2063	531.6006	531.6248	531.6006	11.4271	964.0276	964.6178	964.6102	956.4755	954.1940	964.0276	964.0276	964.6102	958.5672	964.6102	964.6102	0.2910	0.0000	2.1032	NaN	2.9579	6.6904	1513.2553	1514.9763	1513.2553	1691.9781	1691.9781	2.1032	NaN	0.0000	11.4271	1.7046	0.6286	0.3216	1.7046	1.2591	0.7606	0.5897	0.5897	2.4303	1.6913	0.0000	1.4787	NaN	335.8262	335.5644	2.1032	6.6904	948.7002	953.9748	954.1774	0.0000	0.0000	1.4787	NaN	0.8884	0.3823	335.2043	331.8661	331.8661	2.1032	2.1032	2.1032	0.0000	2.5692	3.1258	0.0000	2.1032	2.1032	0.0000	NaN	45.2234	1.7744
