onset	duration	video	participant	session
1	1	sec-1330.avi	sub-17	ses-01
7	1	sec-1218.avi	sub-17	ses-01
13	1	sec-1276.avi	sub-17	ses-01
19	1	sec-68.avi	sub-12	ses-02
25	1	sec-97.avi	sub-12	ses-02
31	1	sec-1207.avi	sub-17	ses-01
37	1	sec-55.avi	sub-12	ses-02
43	1	sec-1297.avi	sub-17	ses-01
49	1	sec-1305.avi	sub-17	ses-01
55	1	sec-42.avi	sub-12	ses-02
61	1	sec-1310.avi	sub-17	ses-01
67	1	sec-1367.avi	sub-17	ses-01
73	1	sec-1287.avi	sub-17	ses-01
79	1	sec-1395.avi	sub-17	ses-01
85	1	sec-1100.avi	sub-17	ses-01
91	1	sec-1122.avi	sub-17	ses-01
97	1	sec-1084.avi	sub-17	ses-01
103	1	sec-26.avi	sub-12	ses-02
109	1	sec-1148.avi	sub-17	ses-01
115	1	sec-166.avi	sub-12	ses-02
121	1	sec-1413.avi	sub-17	ses-01
127	1	sec-155.avi	sub-12	ses-02
133	1	sec-130.avi	sub-12	ses-02
139	1	sec-19.avi	sub-12	ses-02
145	1	sec-1353.avi	sub-17	ses-01
151	1	sec-36.avi	sub-12	ses-02
157	1	sec-122.avi	sub-12	ses-02
163	1	sec-1247.avi	sub-17	ses-01
169	1	sec-1141.avi	sub-17	ses-01
175	1	sec-1238.avi	sub-17	ses-01
181	1	sec-1186.avi	sub-17	ses-01
187	1	sec-1251.avi	sub-17	ses-01
193	1	sec-106.avi	sub-12	ses-02
199	1	sec-115.avi	sub-12	ses-02
205	1	sec-152.avi	sub-12	ses-02
211	1	sec-1425.avi	sub-17	ses-01
217	1	sec-1348.avi	sub-17	ses-01
223	1	sec-86.avi	sub-12	ses-02
229	1	sec-1162.avi	sub-17	ses-01
235	1	sec-1386.avi	sub-17	ses-01
241	1	sec-1078.avi	sub-17	ses-01
247	1	sec-1198.avi	sub-17	ses-01
253	1	sec-1262.avi	sub-17	ses-01
259	1	sec-1326.avi	sub-17	ses-01
265	1	sec-141.avi	sub-12	ses-02
271	1	sec-76.avi	sub-12	ses-02
277	1	sec-1408.avi	sub-17	ses-01
