video	time_from_scan	emotion	memory_strength	face_or_not	person_familiarity	place_familiarity
sec-7.avi	802	4	5	1	1	2
sec-8.avi	801	4	4	1	2	2
sec-9.avi	800	3	5	0	0	1
sec-14.avi	795	4	5	1	2	2
sec-17.avi	792	4	1	0	3	2
sec-18.avi	791	3	3	0	0	2
sec-19.avi	790	3	2	1	2	2
sec-20.avi	789	2	2	0	0	2
sec-21.avi	788	3	2	1	2	2
sec-22.avi	787	5	4	1	2	2
sec-25.avi	784	4	5	1	2	1
sec-26.avi	783	3	5	0	0	2
sec-29.avi	780	5	5	1	2	2
sec-43.avi	766	5	5	1	2	0
sec-48.avi	761	2	4	1	2	2
sec-50.avi	759	5	5	1	2	2
sec-52.avi	757	4	2	0	0	1
sec-59.avi	750	4	2	0	0	2
sec-64.avi	745	4	1	1	2	2
sec-65.avi	744	3	1	1	2	2
sec-66.avi	743	4	1	0	0	2
sec-71.avi	738	3	2	1	2	1
sec-72.avi	737	4	2	0	0	2
sec-73.avi	736	3	4	1	2	2
sec-75.avi	734	4	2	1	2	0
sec-78.avi	731	3	1	0	0	2
sec-79.avi	730	5	4	1	2	2
sec-81.avi	728	3	2	1	2	2
sec-82.avi	727	4	3	1	2	2
sec-83.avi	726	3	2	1	2	2
sec-84.avi	725	5	2	0	0	0
sec-85.avi	724	3	1	0	0	0
sec-88.avi	721	3	1	0	0	2
sec-90.avi	719	4	5	1	2	1
sec-91.avi	718	0	0	0	0	0
sec-92.avi	717	4	5	0	0	1
sec-95.avi	714	4	2	0	0	2
sec-97.avi	712	3	2	1	2	2
sec-98.avi	711	4	5	1	2	2
sec-104.avi	705	3	2	1	2	2
sec-107.avi	702	3	1	0	0	2
sec-108.avi	701	3	4	1	2	2
sec-110.avi	699	4	2	1	2	2
sec-111.avi	698	3	2	1	2	2
sec-112.avi	697	5	4	1	2	2
sec-114.avi	695	3	2	0	0	2
sec-119.avi	690	5	4	1	2	2
sec-123.avi	686	3	2	1	2	2
sec-124.avi	685	5	5	1	2	2
sec-125.avi	684	3	2	0	0	2
sec-129.avi	680	3	1	1	2	2
sec-132.avi	677	4	4	1	2	2
sec-133.avi	676	4	2	1	2	2
sec-136.avi	673	5	4	1	2	2
sec-141.avi	668	5	4	1	2	2
sec-145.avi	664	3	1	0	0	2
sec-150.avi	659	3	1	0	0	2
sec-151.avi	658	5	2	0	0	2
sec-157.avi	652	4	2	0	0	2
sec-161.avi	648	5	5	1	2	1
sec-162.avi	647	3	2	0	0	2
sec-167.avi	642	4	1	0	0	2
sec-168.avi	641	3	1	0	0	2
sec-172.avi	637	3	2	0	0	2
sec-179.avi	630	4	1	1	2	2
sec-185.avi	624	4	2	1	2	2
sec-188.avi	621	3	2	1	2	2
sec-189.avi	620	5	3	1	2	2
sec-190.avi	619	5	1	0	0	2
sec-192.avi	617	3	2	1	1	2
sec-194.avi	615	4	3	1	2	2
sec-195.avi	614	4	3	1	2	2
sec-196.avi	613	3	1	1	2	2
sec-200.avi	609	3	1	0	0	2
sec-205.avi	604	3	1	0	0	2
sec-206.avi	603	4	1	1	2	2
sec-208.avi	601	2	1	0	0	2
sec-212.avi	597	2	5	0	0	2
sec-213.avi	596	3	2	1	2	2
sec-215.avi	594	3	3	1	2	2
sec-216.avi	593	3	2	0	0	2
sec-217.avi	592	5	3	1	2	2
sec-218.avi	591	3	2	1	2	2
sec-222.avi	587	3	2	0	0	2
sec-224.avi	585	3	5	1	2	2
sec-225.avi	584	2	4	0	0	2
sec-234.avi	575	5	4	1	2	2
sec-237.avi	572	4	1	1	2	2
sec-238.avi	571	3	1	0	0	2
sec-240.avi	569	3	3	0	0	2
sec-242.avi	567	3	1	0	0	2
sec-246.avi	563	4	2	1	2	2
sec-247.avi	562	3	1	0	0	2
sec-249.avi	560	4	4	1	1	2
sec-254.avi	555	4	3	0	0	2
sec-255.avi	554	3	2	1	2	2
sec-256.avi	553	5	5	1	2	2
sec-257.avi	552	4	1	1	2	2
sec-262.avi	547	5	5	1	2	2
sec-267.avi	542	3	3	1	2	2
sec-268.avi	541	5	5	1	2	2
sec-269.avi	540	3	1	0	0	2
sec-270.avi	539	4	2	1	2	2
sec-271.avi	538	3	2	1	2	2
sec-275.avi	534	4	2	1	2	2
sec-277.avi	532	4	5	1	2	2
sec-283.avi	526	4	2	0	0	2
sec-284.avi	525	3	1	1	2	2
sec-286.avi	523	3	3	1	2	2
sec-287.avi	522	5	5	1	2	2
sec-288.avi	521	4	1	0	0	2
sec-298.avi	511	4	2	1	2	2
sec-299.avi	510	3	1	0	0	2
sec-301.avi	508	3	2	0	3	2
sec-310.avi	499	3	1	1	2	2
sec-313.avi	496	3	1	0	0	2
sec-315.avi	494	4	2	1	2	1
sec-318.avi	491	3	3	0	0	2
sec-319.avi	490	4	3	1	2	1
sec-321.avi	488	4	1	1	2	2
sec-326.avi	483	2	1	0	0	2
sec-327.avi	482	4	3	1	2	2
sec-330.avi	479	5	5	0	0	1
sec-333.avi	476	4	0	0	0	0
sec-338.avi	471	5	5	1	2	2
sec-341.avi	468	5	1	1	2	2
sec-352.avi	457	4	2	1	2	2
