video	time_from_scan	emotion	memory_strength	face_or_not	person_familiarity	place_familiarity
sec-1.avi	332	5	3	0	0	2
sec-3.avi	330	3	2	1	2	1
sec-4.avi	329	5	3	1	2	2
sec-5.avi	328	5	5	1	1	1
sec-6.avi	327	3	3	1	2	2
sec-7.avi	326	3	1	1	2	2
sec-8.avi	325	3	1	0	0	2
sec-9.avi	324	3	2	1	2	2
sec-10.avi	323	5	5	1	1	1
sec-11.avi	322	5	5	1	2	2
sec-12.avi	321	3	2	1	1	1
sec-13.avi	320	3	2	1	2	2
sec-14.avi	319	5	2	1	2	1
sec-15.avi	318	4	1	1	2	1
sec-16.avi	317	4	2	1	2	2
sec-17.avi	316	3	1	0	0	2
sec-18.avi	315	4	1	1	2	2
sec-19.avi	314	3	1	1	2	1
sec-20.avi	313	4	2	1	2	2
sec-21.avi	312	5	2	1	2	2
sec-23.avi	310	3	1	0	0	2
sec-24.avi	309	5	5	0	0	2
sec-26.avi	307	3	1	0	0	0
sec-27.avi	306	3	1	0	0	2
sec-28.avi	305	2	1	1	2	2
sec-29.avi	304	4	2	0	0	2
sec-30.avi	303	3	1	0	0	2
sec-31.avi	302	3	1	0	0	2
sec-32.avi	301	3	1	0	0	1
sec-33.avi	300	3	1	1	2	2
sec-35.avi	298	3	1	1	2	1
sec-36.avi	297	3	1	1	2	2
sec-37.avi	296	4	2	1	2	2
sec-38.avi	295	4	2	1	2	2
sec-39.avi	294	2	2	0	0	2
sec-40.avi	293	3	1	1	2	2
sec-41.avi	292	3	1	1	2	2
sec-42.avi	291	5	4	1	2	1
sec-43.avi	290	3	1	0	0	2
sec-44.avi	289	3	1	0	0	2
sec-45.avi	288	5	5	1	2	0
sec-46.avi	287	3	1	1	2	0
sec-47.avi	286	0	0	0	0	0
sec-48.avi	285	4	3	1	2	2
sec-49.avi	284	5	5	1	1	2
sec-50.avi	283	3	1	0	0	2
sec-51.avi	282	4	3	0	0	1
sec-52.avi	281	3	1	0	0	2
sec-53.avi	280	3	2	0	0	1
sec-54.avi	279	3	1	0	0	2
sec-55.avi	278	3	1	0	0	0
sec-56.avi	277	5	5	1	2	2
sec-57.avi	276	4	1	0	0	2
sec-59.avi	274	3	1	0	0	2
sec-60.avi	273	4	1	0	0	2
sec-61.avi	272	5	5	1	2	2
sec-62.avi	271	5	3	1	2	2
sec-63.avi	270	5	2	1	2	2
sec-64.avi	269	4	4	1	1	1
sec-65.avi	268	4	2	1	2	2
sec-66.avi	267	5	5	1	2	2
sec-67.avi	266	3	2	1	2	2
sec-68.avi	265	5	3	1	2	2
sec-69.avi	264	4	3	1	2	2
sec-70.avi	263	3	1	1	1	1
sec-72.avi	261	2	2	0	0	2
sec-73.avi	260	4	3	1	2	2
sec-74.avi	259	3	1	0	0	2
sec-76.avi	257	5	5	0	0	1
sec-77.avi	256	3	1	1	2	2
sec-78.avi	255	0	1	0	0	2
sec-79.avi	254	4	1	1	2	2
sec-80.avi	253	2	2	1	1	1
sec-81.avi	252	5	5	1	2	2
sec-82.avi	251	4	2	1	2	2
sec-83.avi	250	4	2	0	0	0
sec-84.avi	249	3	1	0	0	2
sec-85.avi	248	3	1	0	0	2
sec-86.avi	247	5	5	1	2	1
sec-87.avi	246	3	1	1	2	0
sec-88.avi	245	3	1	0	0	0
sec-89.avi	244	5	1	0	0	2
sec-90.avi	243	5	5	1	3	2
sec-91.avi	242	4	2	1	2	2
sec-92.avi	241	3	1	0	0	2
sec-93.avi	240	4	2	1	2	2
sec-94.avi	239	3	1	1	2	2
sec-95.avi	238	2	1	0	0	2
sec-96.avi	237	3	1	0	0	2
sec-97.avi	236	4	2	1	2	2
sec-98.avi	235	4	3	1	2	2
sec-99.avi	234	4	2	1	2	2
sec-100.avi	233	4	1	1	2	2
sec-101.avi	232	3	1	0	0	2
sec-102.avi	231	3	2	0	0	2
sec-103.avi	230	4	2	1	2	2
sec-104.avi	229	3	2	1	2	2
sec-105.avi	228	4	2	0	0	1
sec-106.avi	227	3	1	1	2	2
sec-107.avi	226	4	4	0	0	2
sec-108.avi	225	3	1	0	0	0
sec-109.avi	224	5	5	0	0	2
sec-110.avi	223	4	3	1	2	1
